,case_id,name,description,ruling
107,2019AP2184-CR_Wisconsin_2022/11/23,Ann Walsh Bradley,"Dissented, argued that the oath or affirmation requirement is a constitutional imperative, not merely a matter of good practice or subjective intent, and the affidavit's false assertion of being 'duly sworn' meant no actual oath was taken.",dissent
108,2019AP2184-CR_Wisconsin_2022/11/23,Rebecca Frank Dallet,"Dissented, argued that the oath or affirmation requirement is a constitutional imperative, not merely a matter of good practice or subjective intent, and the affidavit's false assertion of being 'duly sworn' meant no actual oath was taken.",dissent
109,2020AP1032_Wisconsin_2022/07/08,BRIAN HAGEDORN,"Concurred, argued that the circuit court did not erroneously exercise its discretion by requiring parents to disclose their identities to opposing attorneys while allowing them to keep their names sealed from the public and the district, and declined to rule on the merits of the underlying policy or grant an injunction at this preliminary stage.",concur
110,2020AP1032_Wisconsin_2022/07/08,ANN WALSH BRADLEY,Concurred with majority opinion.,concur
111,2020AP1032_Wisconsin_2022/07/08,DALLET,Concurred with majority opinion.,concur
112,2020AP1032_Wisconsin_2022/07/08,KAROFSKY,Concurred with majority opinion.,concur
113,2020AP1032_Wisconsin_2022/07/08,PATIENCE DRAKE ROGGENSACK,"Dissented, argued that the majority abdicated its responsibility by failing to address the fundamental constitutional right of parents to raise their children as they see fit and erred by not granting a temporary injunction against the school district's policy.",dissent
114,2020AP1032_Wisconsin_2022/07/08,ANNETTE KINGSLAND ZIEGLER,Dissented with Justice Roggensack's opinion.,dissent
115,2020AP1032_Wisconsin_2022/07/08,REBECCA GRASSL BRADLEY,Dissented with Justice Roggensack's opinion.,dissent
116,2021AP1673_Wisconsin_2022/06/29,Annette Kingsland Ziegler,"Concurred, argued that Prehn lawfully retains his position as a holdover on the DNR Board because his term's expiration did not create a vacancy under state statutes, and he is entitled to ""for cause"" protection.",concur
117,2021AP1673_Wisconsin_2022/06/29,Patience D. Roggensack,Concurred with majority opinion.,concur
118,2021AP1673_Wisconsin_2022/06/29,Rebecca Grassl Bradley,Concurred with majority opinion.,concur
119,2021AP1673_Wisconsin_2022/06/29,Brian Hagedorn,Concurred with majority opinion.,concur
120,2021AP1673_Wisconsin_2022/06/29,Rebecca Frank Dallet,"Dissented, argued that Prehn's office became vacant upon the expiration of his term, and the majority's holding creates an absurd outcome that undermines the separation of powers and allows an unelected official to dictate their term.",dissent
121,2021AP1673_Wisconsin_2022/06/29,Ann Walsh Bradley,Dissented with majority opinion.,dissent
122,2021AP1673_Wisconsin_2022/06/29,Jill J. Karofsky,Dissented with majority opinion.,dissent
123,"2020AP1419-OA,-2020AP1420-OA,-2020AP1446-OA_Wisconsin_2021/06/11",Rebecca Grassl Bradley,"Concurred, argued that the local health officer lacked statutory authority to close schools and that the order violated the petitioners' fundamental right to free exercise of religion.",concur
124,"2020AP1419-OA,-2020AP1420-OA,-2020AP1446-OA_Wisconsin_2021/06/11",Ziegler,Concurred with majority opinion.,concur
125,"2020AP1419-OA,-2020AP1420-OA,-2020AP1446-OA_Wisconsin_2021/06/11",Roggensack,Concurred with majority opinion.,concur
126,"2020AP1419-OA,-2020AP1420-OA,-2020AP1446-OA_Wisconsin_2021/06/11",Brian Hagedorn,"Concurred, argued that the majority correctly interpreted the statutes and applied religious liberty protections, but expressed reservations about the majority's reasoning for addressing constitutional questions when statutory grounds were sufficient.",concur
127,"2020AP1419-OA,-2020AP1420-OA,-2020AP1446-OA_Wisconsin_2021/06/11",Rebecca Frank Dallet,"Dissented, argued that the local health officer had statutory authority to close schools and that the majority's constitutional analysis was unnecessary and flawed.",dissent
128,"2020AP1419-OA,-2020AP1420-OA,-2020AP1446-OA_Wisconsin_2021/06/11",Ann Walsh Bradley,Dissented with majority opinion.,dissent
129,"2020AP1419-OA,-2020AP1420-OA,-2020AP1446-OA_Wisconsin_2021/06/11",Jill J. Karofsky,Dissented with majority opinion.,dissent
130,2019AP447-CR_Wisconsin_2021/06/04,Patience Drake Roggensack,"Concurred, argued that VanBeek was not seized when the officer initially took her license for a records check, but was unlawfully seized when the officer returned, withheld her license, and continued questioning to detain her until a K9 unit arrived, without reasonable suspicion.",concur
131,2019AP447-CR_Wisconsin_2021/06/04,Rebecca Frank Dallet,"Concurred, argued that VanBeek was unlawfully seized both when the officer took her license to his squad car for a records check and when he returned to her vehicle, as a reasonable person would not feel free to leave in either scenario.",concur
132,2019AP447-CR_Wisconsin_2021/06/04,Ann Walsh Bradley,Concurred with the majority's decision that VanBeek was unlawfully seized and joined Justice Dallet's concurring opinion.,concur
133,2019AP447-CR_Wisconsin_2021/06/04,Jill J. Karofsky,Concurred with the majority's decision that VanBeek was unlawfully seized and joined Justice Dallet's concurring opinion.,concur
134,2019AP447-CR_Wisconsin_2021/06/04,Annette Kingsland Ziegler,"Dissented, argued that VanBeek was not seized when the officer took her license to his squad car nor when he returned and continued questioning, as VanBeek remained free to ask for her license back and terminate the consensual encounter.",dissent
135,2019AP447-CR_Wisconsin_2021/06/04,Rebecca Grassl Bradley,"Dissented with majority opinion, joining Chief Justice Ziegler's dissenting opinion.",dissent
136,2019AP447-CR_Wisconsin_2021/06/04,Brian K. Hagedorn,"Dissented with majority opinion, joining Chief Justice Ziegler's dissenting opinion.",dissent
137,2018AP858-CR_Wisconsin_2021/01/29,Brian Hagedorn,"Concurred, delivering the majority opinion that rejected a per se rule for Miranda custody for incarcerated individuals and found Halverson not in custody under the totality of circumstances, thus denying the motion to suppress his statements.",concur
138,2018AP858-CR_Wisconsin_2021/01/29,Rebecca Grassl Bradley,"Concurred, argued that the Knapp II decision, which expanded Wisconsin constitutional protections beyond federal ones, lacked textual or historical grounding and should be revisited.",concur
139,2018AP858-CR_Wisconsin_2021/01/29,Annette Kingsland Ziegler,"Concurred, argued that the Knapp II decision, which expanded Wisconsin constitutional protections beyond federal ones, lacked textual or historical grounding and should be revisited, aligning with Justice Bradley.",concur
140,2018AP858-CR_Wisconsin_2021/01/29,Rebecca Frank Dallet,"Concurred, argued that the Wisconsin Constitution provides greater protections than the federal constitution and criticized the majority for not upholding the state's tradition of independent interpretation, while agreeing with the outcome of this specific case.",concur
141,2018AP858-CR_Wisconsin_2021/01/29,Ann Walsh Bradley,"Concurred, argued that the Wisconsin Constitution provides greater protections than the federal constitution and criticized the majority for not upholding the state's tradition of independent interpretation, aligning with Justice Dallet.",concur
142,2018AP858-CR_Wisconsin_2021/01/29,Jill J. Karofsky,"Concurred, argued that the Wisconsin Constitution provides greater protections than the federal constitution and criticized the majority for not upholding the state's tradition of independent interpretation, aligning with Justice Dallet.",concur
