,case_id,docket_no,title,state,date,type,description,plaintiff_argument,defendant_argument,decision_outcome,decision_winner,environment,consumers,reproductive_rights,democratic_norms,free_press,public_health,separation_church_state,voting_access,public_education,free_speech,privacy,worker_rights
36,19-0962_Texas_2021/06/11,19-0962,"Odyssey 2020 Academy, Inc. v. Galveston Central Appraisal District",Texas,2021/06/11,Education,"Whether privately owned property leased and used by a public charter school, which a state statute considers ""public property for all purposes,"" is exempt from ad valorem taxes under the Texas Constitution's requirement of actual public ownership.","Odyssey argues that the property it leases for its public charter school is ""public property for all purposes"" under Education Code section 12.128(a), making it eligible for tax exemption under various constitutional and statutory provisions, irrespective of fee ownership.","The District argues that the Texas Constitution requires actual public ownership for a tax exemption, which the privately owned, leased property lacks, and a statute cannot recharacterize private property as publicly owned for tax exemption purposes.","The Supreme Court of Texas affirmed the lower court's judgment, ruling that Odyssey 2020 Academy, Inc. is not entitled to an exemption from ad valorem taxes on the privately owned property it leases.",defendant,NA,NA,NA,NA,NA,NA,NA,NA,infringed,NA,NA,NA
37,19-0440_Texas_2021/04/16,19-0440,Texas State University v. Villarreal,Texas,2021/04/16,Education,"Whether a state university's dismissal of a student for poor academic performance implicates a liberty or property interest protected by the Texas Constitution's guarantee of due course of law, where the plaintiff argues it does and the defendant argues it does not.","Ivan Villarreal contended that his academic dismissal violated his liberty and property rights under the Texas Constitution's due course of law, arguing that the university mishandled a cheating investigation that contributed to his low grades and dismissal, and that his continued graduate education was a protected interest.","Texas Southern University argued that academic dismissal for poor performance does not implicate a protected liberty interest, nor does the Texas Constitution recognize higher education as a fundamental right, and that they provided adequate procedural due course of law for Villarreal's dismissal.","The court reversed the court of appeals' judgment regarding Villarreal's constitutional claims, ruling that academic dismissal does not implicate a protected liberty interest and that the procedures followed were constitutionally adequate, thereby dismissing the case.",defendant,NA,NA,NA,NA,NA,NA,NA,NA,infringed,NA,NA,NA
38,19-0767_Texas_2021/04/16,19-0767,Texas Propane Gas Association v. City of Houston,Texas,2021/04/16,Government Structure,"Whether civil courts have subject-matter jurisdiction over the Texas Propane Gas Association's (TPGA) preemption claim challenging City of Houston ordinances that carry criminal penalties, and whether TPGA has standing to challenge the city's liquefied petroleum gas (LPG) regulations en masse.","The Texas Propane Gas Association (TPGA) argued that the City of Houston's LPG regulations are preempted by state law, that civil courts have jurisdiction over their preemption claim, and that TPGA has standing to challenge all such regulations.","The City of Houston argued that civil courts lack subject-matter jurisdiction because its LPG regulations carry criminal penalties, and that TPGA lacks standing to challenge all of the City's regulations without showing specific injury for each one.","The Supreme Court reversed the court of appeals' judgment, ruling that civil courts have subject-matter jurisdiction over TPGA's preemption claim and that TPGA has standing to challenge the city's LPG regulations; the case was remanded to the trial court for further proceedings on the merits.",plaintiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"PD-0856-19,-PD-0857-19_Texas_2021/03/31","PD-0856-19,-PD-0857-19",Dulin v. State,Texas,2021/03/31,Government Structure,"Whether the 'time payment fee' assessed against a defendant is valid, with the plaintiff arguing it is unconstitutional under separation of powers and the defendant arguing it is either prematurely assessed or a legitimate court cost.",The plaintiff argued that the $22.50 time payment fee violated the principle of separation of powers and should be struck from the court costs.,"The defendant (State) argued that the time payment fee was prematurely assessed, or alternatively, that prior precedent (*Salinas*) on separation of powers was wrongly decided and the fee is a legitimate court cost.","The Court ruled that the time payment fee was prematurely assessed because an ongoing appeal suspends the obligation to pay court costs, vacating the lower court's judgment and remanding the case for further proceedings.",plaintiff,NA,NA,NA,protected,NA,NA,NA,NA,NA,NA,NA,NA
0,2024AP000126_Wisconsin_2026/04/10,2024AP000126,Wren v. Columbia St. Mary’s Hospital,Wisconsin,2026/04/10,Government Structure,"Whether Wisconsin Statute § 895.4801, which grants immunity to health care professionals during the COVID-19 pandemic, facially violates the constitutional right to a jury trial under Article I, Section 5 of the Wisconsin Constitution, with the plaintiff arguing it infringes this fundamental right and the defendant arguing the legislature has the power to suspend common law causes of action, thereby nullifying the jury trial right.","Wren argued that § 895.4801 is unconstitutional because it violates the right to a jury trial under Article I, Section 5 of the Wisconsin Constitution, contending it burdens a fundamental right and is not narrowly tailored.","Columbia St. Mary's argued that Article XIV, Section 13 of the Wisconsin Constitution empowers the legislature to alter or suspend common law causes of action, and by suspending the medical malpractice cause of action, the right to a jury trial does not attach.","The court reversed the court of appeals' decision, ruling that WIS. STAT. § 895.4801 does not facially violate the jury trial right under Article I, Section 5 of the Wisconsin Constitution because when a cause of action is abrogated by the legislature, the right to a jury trial does not attach.",defendant,NA,NA,NA,infringed,NA,NA,NA,NA,NA,NA,NA,NA
1,2022AP959-CR_Wisconsin_2025/06/27,2022AP959-CR,State v. Ramirez,Wisconsin,2025/06/27,Criminal Law,Whether Luis A. Ramirez's constitutional right to a speedy trial was violated due to a 46-month delay from charges being filed to conviction.,"The State argued that Ramirez's speedy trial right was not violated, citing valid and neutral reasons for the delays, Ramirez's delay in asserting his right, and his failure to prove particularized prejudice.","Ramirez contended that the 46-month delay in bringing him to trial violated his constitutional speedy trial right, emphasizing the extreme length of the delay and prejudice suffered.","The Supreme Court reversed the court of appeals' decision, concluding that Ramirez's constitutional right to a speedy trial was not violated under the circumstances of this case.",plaintiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2024AP1713_Wisconsin_2025/06/25,2024AP1713,Wisconsin State Legislature v. Wisconsin Department of Public Instruction,Wisconsin,2025/06/25,Government Structure,Whether the governor impermissibly exercised his partial veto power on a non-appropriation bill (S.B. 971) and whether the Joint Committee on Finance (JCF) improperly withheld funds earmarked for literacy programs from the Department of Public Instruction (DPI).,"The Wisconsin State Legislature argued that S.B. 971 was not an appropriation bill and thus not subject to the governor's partial veto authority, making the veto unconstitutional. They also contended that the JCF properly withheld funds from DPI.","The governor and DPI argued that S.B. 971 was an appropriation bill, subject to the governor's partial veto power, and counterclaimed that the JCF improperly withheld $50 million earmarked for DPI's literacy programs.","The Supreme Court held that the governor's partial veto of S.B. 971 was unconstitutional because it was not an appropriation bill, meaning S.B. 971 as passed by the legislature is the law. The court also affirmed that the Joint Committee on Finance did not improperly withhold funds from the Department of Public Instruction.",plaintiff,NA,NA,NA,protected,NA,NA,NA,NA,NA,NA,NA,NA
3,2022AP790_Wisconsin_2025/06/17,2022AP790,Josh Kaul v. Wisconsin State Legislature,Wisconsin,2025/06/17,Government Structure,Whether a state law requiring legislative approval for the Department of Justice to settle civil enforcement actions and cases brought at the request of executive-branch agencies violates the Wisconsin Constitution's separation of powers.,"The Department of Justice (DOJ) argues that settling these specific categories of cases constitutes core executive power, which the Legislature cannot constitutionally interfere with.",The Legislature contends it has constitutional interests related to the 'power of the purse' (state revenue from settlements) and 'policymaking' that justify its requirement for settlement approval.,"The court reversed the decision of the court of appeals, ruling that the statute requiring legislative approval for the Department of Justice to settle specific civil cases is unconstitutional as it violates the Wisconsin Constitution's separation of powers.",plaintiff,NA,NA,NA,protected,NA,NA,NA,NA,NA,NA,NA,NA
4,2024AP330-OA_Wisconsin_2025/07/02,2024AP330-OA,Planned Parenthood v. Urmanski,Wisconsin,2025/07/02,Reproductive Rights,"Whether Planned Parenthood's original action challenging abortion statutes in Wisconsin should proceed, or if it is moot due to a concurrent statutory challenge ruling.","Planned Parenthood filed an original action to challenge abortion-related statutes and establish a constitutional right to abortion, arguing the case should be heard.",The District Attorneys implicitly argued that the case should not proceed or was rendered moot by other legal decisions.,"The court dismissed the original action and all pending motions as moot, citing its concurrent decision in Kaul v. Urmanski.",defendant,NA,NA,infringed,NA,NA,NA,NA,NA,NA,NA,infringed,NA
5,2023AP002362_Wisconsin_2025/07/02,2023AP002362,Kaul v. Urmanski,Wisconsin,2025/07/02,Reproductive Rights,"Whether Wisconsin Statute § 940.04(1), a 19th-century law criminalizing the intentional destruction of an unborn child, has been impliedly repealed by subsequent comprehensive legislation regulating abortion, and therefore no longer bans abortion.","The plaintiffs argued that § 940.04(1) does not ban abortion because it either does not apply to abortion at all, or has been impliedly repealed by numerous subsequent statutes.",The defendant argued that the plain language of § 940.04(1) bans nearly all abortions and that the legislature has not impliedly repealed that prohibition.,"The court affirmed the circuit court's judgment, ruling that Wisconsin Statute § 940.04(1) has been impliedly repealed as to abortion and therefore does not prohibit abortion in the state.",plaintiff,NA,NA,protected,infringed,NA,protected,NA,NA,NA,NA,protected,NA
6,2023AP002020---OA_Wisconsin_2025/07/08,2023AP002020---OA,Evers v. Marklein,Wisconsin,2025/07/08,Government Structure,"Whether statutes empowering the Joint Committee for Review of Administrative Rules (JCRAR) to pause, object to, or suspend administrative rules are unconstitutional legislative vetoes, with petitioners arguing these actions violate bicameralism and presentment, and respondents contending they are permissible extensions of legislative power.",The Governor argued that the challenged statutes amount to unconstitutional legislative vetoes because JCRAR's actions alter legal rights and duties outside the legislative branch without fulfilling the bicameralism and presentment requirements of the Wisconsin Constitution.,"The Legislature argued that the challenged statutes are permissible because rulemaking is an appropriate extension of legislative power, and that JCRAR's rule suspensions and objections do not require bicameralism and presentment as they differ from legislation.","The court ruled that Wisconsin Statutes §§ 227.19(5)(c), (d), (dm) and 227.26(2)(d), (im), which empower JCRAR to pause, object to, and suspend administrative rules, are facially unconstitutional because they violate the Wisconsin Constitution's bicameralism and presentment requirements.",plaintiff,NA,protected,protected,protected,NA,protected,NA,NA,NA,NA,NA,NA
7,24AP729-OA_Wisconsin_2025/04/18,24AP729-OA,LeMieux v. Evers,Wisconsin,2025/04/18,Government Structure,"Whether Governor Tony Evers exceeded his partial veto authority under Article V, Section 10(1) of the Wisconsin Constitution by striking words and digits from the 2023-25 biennial budget bill to extend an education revenue limit increase from two fiscal years to 402 fiscal years.","The petitioners argued that the governor's partial vetoes violated Article V, Section 10(1)(b) because extending a two-year duration to 402 years is not vetoing ""in part,"" and violated Section 10(1)(c) by striking digits to create new numbers.","The governor (respondent) argued that his partial vetoes were constitutional, satisfying existing deletion-veto principles, and that Section 10(1)(c) does not prohibit striking digits to create new numbers.","The court ruled against the petitioners, upholding Governor Evers' partial vetoes as consistent with Article V Sections 10(1)(b) and (c) of the Wisconsin Constitution.",defendant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2024AP000232_Wisconsin_2025/02/18,2024AP000232,Brown v. Wisconsin Elections Commission,Wisconsin,2025/02/18,Election 2024,"Whether Kenneth Brown has standing to seek judicial review of a Wisconsin Elections Commission (WEC) decision regarding in-person absentee voting procedures, with Brown arguing he has standing due to a legal right to challenge unlawful election conduct, and WEC arguing he does not have standing because he suffered no direct personal injury.","Brown contended that the in-person absentee voting procedures implemented by the Racine City Clerk violated the law and that WEC's decision not to take corrective action injured his statutory right to have local election officials comply with the law, thereby granting him standing to seek judicial review.",The Wisconsin Elections Commission (WEC) argued that Kenneth Brown did not have standing to seek judicial review because he failed to demonstrate that WEC's decision caused him a legally recognized personal injury.,"The court reversed the circuit court's decision, ruling that Kenneth Brown lacked standing to seek judicial review of the Wisconsin Elections Commission's decision, and remanded the case with instructions to dismiss.",defendant,NA,NA,NA,infringed,NA,NA,NA,infringed,NA,NA,NA,NA
9,2020AP1876-CR_Wisconsin_2024/03/18,2020AP1876-CR,State v. Hoyle,Wisconsin,2024/03/18,Criminal Law,"Whether the prosecutor's repeated description of the State's evidence as ""uncontroverted"" during closing arguments violated the defendant's Fifth Amendment right against self-incrimination by adversely commenting on his decision not to testify.","The State (prosecution) argued that its comments describing the evidence as ""uncontroverted"" were not intended to comment on the defendant's silence, but rather to remind the jury to focus solely on the evidence presented at trial and not to speculate about other possible evidence, and therefore did not violate the Fifth Amendment.","Tomas Jaymitchell Hoyle (defendant) argued that the prosecutor's repeated characterization of the evidence as ""uncontroverted"" was an improper comment on his decision not to testify, as only he could have controverted the alleged victim's testimony, thus violating his Fifth Amendment rights.","The court reversed the decision of the court of appeals, finding that the prosecutor's comments did not violate the defendant's Fifth Amendment rights, and remanded the case to the court of appeals for consideration of unresolved issues.",plaintiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2024AP164_Wisconsin_2024/07/05,2024AP164,Priorities USA v. Wisconsin Elections Commission,Wisconsin,2024/07/05,Election 2024,Whether to overrule the Court's previous holding in Teigen v. Wisconsin Elections Commission that Wis. Stat. § 6.87 precludes the use of secure drop boxes for the return of absentee ballots to municipal clerks.,The plaintiffs argued that Teigen was wrongly decided and that Wis. Stat. § 6.87(4)(b)1 allows the use of ballot drop boxes.,"The defendants argued that Teigen was correctly decided and that its statutory interpretation, which banned ballot drop boxes, should be reaffirmed.","The court reversed the circuit court's dismissal of the petitioners' claim, ruling that Wis. Stat. § 6.87(4)(b)1 allows the use of ballot drop boxes and overruling the previous Teigen decision.",plaintiff,NA,NA,NA,NA,NA,NA,NA,protected,NA,NA,NA,NA
11,2020AP2007_Wisconsin_2024/03/14,2020AP2007,"Catholic Charities Bureau, Inc. v. State",Wisconsin,2024/03/14,Economic and Labor Rights,"Whether Catholic Charities Bureau, Inc. and its sub-entities are exempt from paying unemployment tax under Wisconsin's Unemployment Compensation Act because they are operated primarily for religious purposes.","Catholic Charities Bureau, Inc. (CCB) and its sub-entities argue they are exempt from unemployment tax because they are operated primarily for religious purposes, motivated by religious principles, and that a contrary interpretation violates the First Amendment.","LIRC argues that the organization's actual activities, not its motivations, are paramount in determining if it is operated primarily for religious purposes, and its interpretation does not violate the First Amendment.","The decision of the court of appeals is affirmed, meaning CCB and its sub-entities are not exempt from unemployment tax.",defendant,NA,NA,NA,infringed,NA,NA,infringed,NA,NA,infringed,NA,protected
12,2022AP1233_Wisconsin_2023/06/29,2022AP1233,"Wisconsin Property Taxpayers, Inc. v. Town of Buchanan",Wisconsin,2023/06/29,Government Structure,"Whether a municipal transportation utility fee (TUF) is a property tax subject to statutory levy limits and uniformity requirements, or a special tax exempt from such regulations.","The plaintiff argued that the Transportation Utility Fee (TUF) is a property tax subject to municipal levy limits and other statutory property tax requirements, demanding that revenue be offset by general property tax levies and comply with the Uniformity Clause.","The defendant argued that Wis. Stat. § 66.0827 authorizes the TUF as a special tax, exempt from general property tax levy limits and uniformity requirements, and that it functions as a separate governmental unit.","The court affirmed the circuit court's judgment, ruling that the Town of Buchanan's Transportation Utility Fee (TUF) is a property tax subject to municipal levy limits, which the Town unlawfully exceeded without voter approval.",plaintiff,NA,NA,NA,protected,NA,NA,NA,NA,NA,NA,NA,NA
13,2022AP91_Wisconsin_2022/07/08,2022AP91,Teigen v. Wisconsin Elections Commission,Wisconsin,2022/07/08,Voting Rights and Elections,Whether the Wisconsin Elections Commission's guidance authorizing ballot drop boxes and allowing agents to return absentee ballots is lawful under state election statutes.,"The plaintiffs argued that the Wisconsin Elections Commission's memos are invalid as unpromulgated administrative rules and because state statutes require absentee ballots to be personally mailed or delivered by the voter to the municipal clerk, thereby prohibiting drop boxes and agent delivery.","The defendants argued that WEC's memos were valid guidance, not administrative rules, and that state statutes do not explicitly prohibit ballot drop boxes or agent delivery for absentee ballots, implying such methods are permissible.","The court affirmed the circuit court's judgment, declaring WEC's guidance memos authorizing ballot drop boxes and agent delivery of absentee ballots as invalid because they conflict with Wisconsin election statutes.",plaintiff,NA,NA,NA,infringed,NA,NA,NA,infringed,NA,NA,NA,NA
14,2023-AP-001399_Wisconsin_2023/12/22,2023-AP-001399,Clarke v. Wisconsin Elections Commission,Wisconsin,2023/12/22,Voting Rights and Elections,"Whether the existing state legislative maps violate Article IV, Sections 4 and 5 of the Wisconsin Constitution by not consisting of ""contiguous territory"", with petitioners arguing the districts are non-contiguous and respondents arguing they comply with contiguity requirements.","The current legislative districts are non-contiguous, violating Article IV, Sections 4 and 5 of the Wisconsin Constitution, and their adoption process also violated the separation of powers. They seek to enjoin the use of current maps and order new remedial maps.","The current state legislative districts comply with the Wisconsin Constitution's contiguity requirements, and the petitioners' claims are barred by various legal defenses such as laches, preclusion, and estoppel.","The court held that the current state legislative districts violate the Wisconsin Constitution's contiguity requirements by containing separate, detached territory, and therefore enjoined the Wisconsin Elections Commission from using these maps in future elections.",plaintiff,NA,NA,NA,protected,NA,NA,NA,protected,NA,NA,NA,NA
15,2021AP1450-OA_Wisconsin_2024/03/01,2021AP1450-OA,Johnson v. Wisconsin Elections Commission,Wisconsin,2024/03/01,Voting Rights and Elections,Whether the court should grant relief from its prior decision and order concerning the adoption of congressional district maps.,"The intervenors-petitioners, Lisa Hunter et al., argued that the court should grant their motion for relief from the decision and order entered on March 3, 2022, regarding congressional district maps.","Various respondents, including the Wisconsin Elections Commission, petitioners Billie Johnson et al., and the Wisconsin Legislature, argued that the motion for relief from judgment should be denied.",The court granted the motion for leave to file a reply but denied the motion for relief from judgment.,defendant,NA,NA,NA,infringed,NA,NA,NA,infringed,NA,NA,NA,NA
16,2019AP664-CR_Wisconsin_2023/05/16,2019AP664-CR,State v. Johnson,Wisconsin,2023/05/16,Criminal Law,"Whether the Shiffra procedure, which allows criminal defendants to obtain in camera review of a victim's privately held, privileged health records, should be overturned.","The plaintiff (State) and T.A.J. (the victim/appellant) argued that the Shiffra procedure was wrongly decided, unworkable, and its rationale undermined by subsequent legal developments, thus requesting it be overturned.",The defendant (Johnson) argued for the continuation of the Shiffra procedure to allow access to the victim's mental health and counseling records for his defense.,"The court overturned the Shiffra procedure, reversing the court of appeals' decision and instructing the circuit court to deny Johnson's motion for in camera review of T.A.J.'s privately held, privileged mental health treatment records.",plaintiff,NA,NA,NA,protected,NA,protected,NA,NA,NA,NA,protected,NA
17,2020AP2003_Wisconsin_2023/05/16,2020AP2003,"Wisconsin Justice Initiative,  Inc. v. Wisconsin Elections Commission",Wisconsin,2023/05/16,Voting Rights and Elections,"Whether Marsy's Law was adopted in violation of the Wisconsin Constitution's amendment process, with the plaintiff arguing the ballot question was misleading and multiple amendments should have been submitted, and the defendant arguing the submission process was constitutionally sound.","The ballot question for Marsy's Law failed to disclose ""every essential"" of the proposed amendment, misled voters by not mentioning its impact on criminal defendants' rights, and should have been submitted as multiple amendments.","Marsy's Law was properly submitted as a single amendment, and the ballot question was not fundamentally counterfactual, satisfying constitutional requirements and giving broad discretion to the legislature.","The Wisconsin Supreme Court reversed the circuit court's judgment, concluding that Marsy's Law was validly ratified.",defendant,NA,NA,NA,protected,NA,NA,NA,protected,NA,NA,NA,NA
18,"2021AP1343,-2021AP1382_Wisconsin_2023/05/02","2021AP1343,-2021AP1382",Becker v. Dane Cnty.,Wisconsin,2023/05/02,Government Structure,"Whether the court should reconsider its previous denial of a nondelegation challenge, with petitioners arguing the court's original interpretation of historical statutes misconstrued the delegation of public health authority to elected versus unelected officials, and the court maintaining its interpretation was sound and the motion for reconsideration did not meet standards.","The motion for reconsideration should be granted because the court's prior ruling relied on a novel 'text-and-history' approach and misconstrued an 1849 statute, erroneously assuming that public health rulemaking authority could be delegated to unelected bureaucrats, thereby undermining the constitutional separation of powers.","The motion for reconsideration should be denied because it does not meet the court's standards, and the court's original decision correctly applied the nondelegation principle based on an appropriate historical understanding of statutory authority.",The court denied the petitioners' motion for reconsideration without costs.,defendant,NA,NA,NA,infringed,NA,NA,NA,NA,NA,NA,NA,NA
19,2019AP2184-CR_Wisconsin_2022/11/23,2019AP2184-CR,State v. Moeser,Wisconsin,2022/11/23,Criminal Law,Whether the warrant compelling a blood draw was constitutionally defective because the affiant was not placed under oath or affirmation.,"The State argued that the oath or affirmation requirement was met because the affidavit's language and the officer's actions demonstrated an intention to be under oath, satisfying the substance of the constitutional requirement.","Moeser argued that the warrant was constitutionally defective because the affiant, Sergeant Brown, was not formally placed under an oral oath or affirmation when signing the affidavit, failing to meet Fourth Amendment requirements.","The court affirmed the decision of the court of appeals, which had affirmed the circuit court's denial of Moeser's motion to suppress evidence.",plaintiff,NA,NA,NA,protected,NA,NA,NA,NA,NA,NA,protected,NA
20,2020AP1032_Wisconsin_2022/07/08,2020AP1032,Doe v. Madison Metropolitan School District,Wisconsin,2022/07/08,Speech and Religion,"Whether parents challenging a school district's gender identity policy can proceed with total anonymity, specifically withholding their identities from opposing counsel, given the public nature of judicial proceedings and the court's discretion in balancing privacy concerns against litigation needs.","The plaintiffs (parents) argued that the school district's policy infringes on their constitutional right to direct their children's upbringing and education, and that their identities should remain sealed, even from opposing counsel, due to risks of harassment and retaliation.","The Madison Metropolitan School District (MMSD) argued that parents' identities are relevant for proper litigation, including assessing potential conflicts of interest and developing legal defenses, and that attorneys are duty-bound to maintain confidentiality.","The court affirmed the circuit court's decision, which allowed the parents to proceed anonymously to the public but required them to disclose their identities to the school district's attorneys, and remanded the case for further proceedings without ruling on the merits of the underlying policy.",defendant,NA,NA,NA,infringed,NA,NA,NA,NA,NA,NA,infringed,NA
21,2021AP1673_Wisconsin_2022/06/29,2021AP1673,State ex rel. Kaul v. Prehn,Wisconsin,2022/06/29,Government Structure,"Whether Frederick Prehn lawfully retains his position on the Wisconsin Board of Natural Resources as a holdover after his term expired, and whether the Governor can remove him without cause.","The plaintiff, the State, argues that Frederick Prehn's term on the DNR Board expired, creating a vacancy, and that he is unlawfully holding office and can be removed by the Governor at will without cause.","The defendant, Frederick Prehn, argues that no vacancy occurred when his term expired, he can lawfully remain on the DNR Board as a holdover until a successor is confirmed, and he is entitled to ""for cause"" protection, preventing his removal without cause.","The court affirmed the circuit court's dismissal of the State's complaint, ruling that Frederick Prehn lawfully retains his position on the DNR Board as a holdover and can only be removed for cause, not at the Governor's pleasure.",defendant,infringed,NA,NA,infringed,NA,NA,NA,NA,NA,NA,NA,NA
22,"2020AP1419-OA,-2020AP1420-OA,-2020AP1446-OA_Wisconsin_2021/06/11","2020AP1419-OA,-2020AP1420-OA,-2020AP1446-OA",James v. Heinrich,Wisconsin,2021/06/11,Speech and Religion,Whether a local health officer has the statutory authority to close schools for in-person instruction during a pandemic and whether such an order violates fundamental rights like the free exercise of religion.,"The local health officer exceeded her statutory authority by closing schools, and the order violated fundamental rights to free exercise of religion and parental rights to direct children's education.","The local health officer had statutory authority under Wis. Stat. § 252.03 to issue school closure orders, and the order was constitutional.","The court ruled that the local health officer lacked statutory authority to close schools and that her order infringed the petitioners' fundamental right to the free exercise of religion, thus vacating the order restricting in-person instruction.",plaintiff,NA,NA,NA,protected,NA,infringed,NA,NA,protected,NA,NA,NA
23,2019AP447-CR_Wisconsin_2021/06/04,2019AP447-CR,State v. VanBeek,Wisconsin,2021/06/04,Criminal Law,"Whether a consensual encounter becomes an unconstitutional seizure under the Fourth Amendment when an officer requests and takes an individual's driver's license to the officer's squad car without reasonable suspicion, with the plaintiff arguing it does and the defendant arguing it does not, or that there was reasonable suspicion.","The plaintiff, Heather VanBeek, argued that the officer's demand for and retention of her driver's license transformed the encounter into an unlawful seizure, violating her Fourth Amendment rights.","The defendant, State of Wisconsin, argued that the initial interaction was consensual, and VanBeek was not seized until asked to exit her truck, or alternatively, that the officer had reasonable suspicion for any seizure.","The court reversed the circuit court's judgment of conviction and remanded with instructions to grant VanBeek's motion to suppress, concluding the seizure was unlawful due to a lack of reasonable suspicion.",defendant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,protected,NA
24,2018AP858-CR_Wisconsin_2021/01/29,2018AP858-CR,State v. Halverson,Wisconsin,2021/01/29,Criminal Law,"Whether an incarcerated individual is per se in custody for purposes of Miranda warnings, or if a 'totality of the circumstances' test applies, and whether Brian Halverson was in custody under that test.","The plaintiff, State of Wisconsin, argued that federal law (Howes v. Fields) rejects a per se rule for Miranda custody for incarcerated individuals, and that under a totality of the circumstances test, Halverson was not in custody due to the phone interview's nature and brevity.","The defendant, Brian L. Halverson, argued that all incarcerated individuals should be considered in custody for Miranda purposes due to their incarceration, or alternatively, that the totality of circumstances in his case still demonstrated he was in custody.","The court affirmed the court of appeals' decision, ruling that Halverson was not in custody for Miranda purposes and, therefore, his motion to suppress statements should have been denied.",plaintiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
